,Tipo de generación,Generación [kWh],Mes,Generación [GWh],Mes_s,Año,Date,Month,Total,Climateadj,Anom
2009-11-01,Turbina de Gas,2606817.799622,November,2.606817799622,Noviembre,2009,,,,,
2009-12-01,Turbina de Vapor,263839334.752818,December,263.839334752818,Diciembre,2009,,,,,
2009-12-01,Motor Reciprocante,219445579.40993,December,219.44557940993,Diciembre,2009,,,,,
2009-12-01,Hidroeléctrica,162950824.595808,December,162.950824595808,Diciembre,2009,,,,,
2009-12-01,Geotérmica,25962857.659777,December,25.962857659777,Diciembre,2009,,,,,
2009-12-01,Turbina de Gas,1462958.646484,December,1.462958646484,Diciembre,2009,,,,,
2010-01-01,Turbina de Vapor,267158253.671419,January,267.158253671419,Enero,2010,2010-01-01,Enero,28.06,26.55,1.51
2010-01-01,Turbina de Vapor,267158253.671419,January,267.158253671419,Enero,2010,2010-02-01,Febrero,28.01,26.76,1.25
2010-01-01,Turbina de Vapor,267158253.671419,January,267.158253671419,Enero,2010,2010-03-01,Marzo,28.19,27.29,0.9
2010-01-01,Turbina de Vapor,267158253.671419,January,267.158253671419,Enero,2010,2010-04-01,Abril,28.21,27.83,0.38
2010-01-01,Turbina de Vapor,267158253.671419,January,267.158253671419,Enero,2010,2010-05-01,Mayo,27.72,27.94,-0.22
2010-01-01,Turbina de Vapor,267158253.671419,January,267.158253671419,Enero,2010,2010-06-01,Junio,27.04,27.73,-0.69
2010-01-01,Turbina de Vapor,267158253.671419,January,267.158253671419,Enero,2010,2010-07-01,Julio,26.22,27.29,-1.07
2010-01-01,Turbina de Vapor,267158253.671419,January,267.158253671419,Enero,2010,2010-08-01,Agosto,25.47,26.86,-1.38
2010-01-01,Turbina de Vapor,267158253.671419,January,267.158253671419,Enero,2010,2010-09-01,Septiembre,25.12,26.72,-1.59
2010-01-01,Turbina de Vapor,267158253.671419,January,267.158253671419,Enero,2010,2010-10-01,Octubre,25.03,26.72,-1.69
2010-01-01,Turbina de Vapor,267158253.671419,January,267.158253671419,Enero,2010,2010-11-01,Noviembre,25.06,26.7,-1.64
2010-01-01,Turbina de Vapor,267158253.671419,January,267.158253671419,Enero,2010,2010-12-01,Diciembre,25.0,26.6,-1.6
2010-01-01,Motor Reciprocante,213210736.160658,January,213.210736160658,Enero,2010,2010-01-01,Enero,28.06,26.55,1.51
2010-01-01,Motor Reciprocante,213210736.160658,January,213.210736160658,Enero,2010,2010-02-01,Febrero,28.01,26.76,1.25
2010-01-01,Motor Reciprocante,213210736.160658,January,213.210736160658,Enero,2010,2010-03-01,Marzo,28.19,27.29,0.9
2010-01-01,Motor Reciprocante,213210736.160658,January,213.210736160658,Enero,2010,2010-04-01,Abril,28.21,27.83,0.38
2010-01-01,Motor Reciprocante,213210736.160658,January,213.210736160658,Enero,2010,2010-05-01,Mayo,27.72,27.94,-0.22
2010-01-01,Motor Reciprocante,213210736.160658,January,213.210736160658,Enero,2010,2010-06-01,Junio,27.04,27.73,-0.69
2010-01-01,Motor Reciprocante,213210736.160658,January,213.210736160658,Enero,2010,2010-07-01,Julio,26.22,27.29,-1.07
2010-01-01,Motor Reciprocante,213210736.160658,January,213.210736160658,Enero,2010,2010-08-01,Agosto,25.47,26.86,-1.38
2010-01-01,Motor Reciprocante,213210736.160658,January,213.210736160658,Enero,2010,2010-09-01,Septiembre,25.12,26.72,-1.59
2010-01-01,Motor Reciprocante,213210736.160658,January,213.210736160658,Enero,2010,2010-10-01,Octubre,25.03,26.72,-1.69
2010-01-01,Motor Reciprocante,213210736.160658,January,213.210736160658,Enero,2010,2010-11-01,Noviembre,25.06,26.7,-1.64
2010-01-01,Motor Reciprocante,213210736.160658,January,213.210736160658,Enero,2010,2010-12-01,Diciembre,25.0,26.6,-1.6
2010-01-01,Hidroeléctrica,171954264.405519,January,171.954264405519,Enero,2010,2010-01-01,Enero,28.06,26.55,1.51
2010-01-01,Hidroeléctrica,171954264.405519,January,171.954264405519,Enero,2010,2010-02-01,Febrero,28.01,26.76,1.25
2010-01-01,Hidroeléctrica,171954264.405519,January,171.954264405519,Enero,2010,2010-03-01,Marzo,28.19,27.29,0.9
2010-01-01,Hidroeléctrica,171954264.405519,January,171.954264405519,Enero,2010,2010-04-01,Abril,28.21,27.83,0.38
2010-01-01,Hidroeléctrica,171954264.405519,January,171.954264405519,Enero,2010,2010-05-01,Mayo,27.72,27.94,-0.22
2010-01-01,Hidroeléctrica,171954264.405519,January,171.954264405519,Enero,2010,2010-06-01,Junio,27.04,27.73,-0.69
2010-01-01,Hidroeléctrica,171954264.405519,January,171.954264405519,Enero,2010,2010-07-01,Julio,26.22,27.29,-1.07
2010-01-01,Hidroeléctrica,171954264.405519,January,171.954264405519,Enero,2010,2010-08-01,Agosto,25.47,26.86,-1.38
2010-01-01,Hidroeléctrica,171954264.405519,January,171.954264405519,Enero,2010,2010-09-01,Septiembre,25.12,26.72,-1.59
2010-01-01,Hidroeléctrica,171954264.405519,January,171.954264405519,Enero,2010,2010-10-01,Octubre,25.03,26.72,-1.69
2010-01-01,Hidroeléctrica,171954264.405519,January,171.954264405519,Enero,2010,2010-11-01,Noviembre,25.06,26.7,-1.64
2010-01-01,Hidroeléctrica,171954264.405519,January,171.954264405519,Enero,2010,2010-12-01,Diciembre,25.0,26.6,-1.6
2010-01-01,Geotérmica,25337849.152115,January,25.337849152115,Enero,2010,2010-01-01,Enero,28.06,26.55,1.51
2010-01-01,Geotérmica,25337849.152115,January,25.337849152115,Enero,2010,2010-02-01,Febrero,28.01,26.76,1.25
2010-01-01,Geotérmica,25337849.152115,January,25.337849152115,Enero,2010,2010-03-01,Marzo,28.19,27.29,0.9
2010-01-01,Geotérmica,25337849.152115,January,25.337849152115,Enero,2010,2010-04-01,Abril,28.21,27.83,0.38
2010-01-01,Geotérmica,25337849.152115,January,25.337849152115,Enero,2010,2010-05-01,Mayo,27.72,27.94,-0.22
2010-01-01,Geotérmica,25337849.152115,January,25.337849152115,Enero,2010,2010-06-01,Junio,27.04,27.73,-0.69
2010-01-01,Geotérmica,25337849.152115,January,25.337849152115,Enero,2010,2010-07-01,Julio,26.22,27.29,-1.07
2010-01-01,Geotérmica,25337849.152115,January,25.337849152115,Enero,2010,2010-08-01,Agosto,25.47,26.86,-1.38
2010-01-01,Geotérmica,25337849.152115,January,25.337849152115,Enero,2010,2010-09-01,Septiembre,25.12,26.72,-1.59
2010-01-01,Geotérmica,25337849.152115,January,25.337849152115,Enero,2010,2010-10-01,Octubre,25.03,26.72,-1.69
2010-01-01,Geotérmica,25337849.152115,January,25.337849152115,Enero,2010,2010-11-01,Noviembre,25.06,26.7,-1.64
2010-01-01,Geotérmica,25337849.152115,January,25.337849152115,Enero,2010,2010-12-01,Diciembre,25.0,26.6,-1.6
2010-01-01,Turbina de Gas,1037081.849491,January,1.037081849491,Enero,2010,2010-01-01,Enero,28.06,26.55,1.51
2010-01-01,Turbina de Gas,1037081.849491,January,1.037081849491,Enero,2010,2010-02-01,Febrero,28.01,26.76,1.25
2010-01-01,Turbina de Gas,1037081.849491,January,1.037081849491,Enero,2010,2010-03-01,Marzo,28.19,27.29,0.9
2010-01-01,Turbina de Gas,1037081.849491,January,1.037081849491,Enero,2010,2010-04-01,Abril,28.21,27.83,0.38
2010-01-01,Turbina de Gas,1037081.849491,January,1.037081849491,Enero,2010,2010-05-01,Mayo,27.72,27.94,-0.22
2010-01-01,Turbina de Gas,1037081.849491,January,1.037081849491,Enero,2010,2010-06-01,Junio,27.04,27.73,-0.69
2010-01-01,Turbina de Gas,1037081.849491,January,1.037081849491,Enero,2010,2010-07-01,Julio,26.22,27.29,-1.07
2010-01-01,Turbina de Gas,1037081.849491,January,1.037081849491,Enero,2010,2010-08-01,Agosto,25.47,26.86,-1.38
2010-01-01,Turbina de Gas,1037081.849491,January,1.037081849491,Enero,2010,2010-09-01,Septiembre,25.12,26.72,-1.59
2010-01-01,Turbina de Gas,1037081.849491,January,1.037081849491,Enero,2010,2010-10-01,Octubre,25.03,26.72,-1.69
2010-01-01,Turbina de Gas,1037081.849491,January,1.037081849491,Enero,2010,2010-11-01,Noviembre,25.06,26.7,-1.64
2010-01-01,Turbina de Gas,1037081.849491,January,1.037081849491,Enero,2010,2010-12-01,Diciembre,25.0,26.6,-1.6
2010-02-01,Motor Reciprocante,317032086.17055,February,317.03208617055,Febrero,2010,,,,,
2010-02-01,Turbina de Vapor,239419658.24881,February,239.41965824881,Febrero,2010,,,,,
2010-02-01,Hidroeléctrica,142927085.938558,February,142.927085938558,Febrero,2010,,,,,
2010-02-01,Geotérmica,22831375.359109,February,22.831375359109,Febrero,2010,,,,,
2010-02-01,Turbina de Gas,314189.135498,February,0.314189135498,Febrero,2010,,,,,
2010-03-01,Turbina de Vapor,279900891.353148,March,279.900891353148,Marzo,2010,,,,,
2010-03-01,Motor Reciprocante,221306687.439369,March,221.306687439369,Marzo,2010,,,,,
2010-03-01,Hidroeléctrica,142461482.941569,March,142.461482941569,Marzo,2010,,,,,
2010-03-01,Geotérmica,24743902.589079,March,24.743902589079,Marzo,2010,,,,,
2010-03-01,Turbina de Gas,260958.0,March,0.260958,Marzo,2010,,,,,
2010-04-01,Turbina de Vapor,251091356.507494,April,251.091356507494,Abril,2010,,,,,
2010-04-01,Motor Reciprocante,186657161.645088,April,186.657161645088,Abril,2010,,,,,
2010-04-01,Hidroeléctrica,164131475.493977,April,164.131475493977,Abril,2010,,,,,
2010-04-01,Geotérmica,23270757.395298,April,23.270757395298,Abril,2010,,,,,
2010-04-01,Turbina de Gas,274730.333588,April,0.274730333588,Abril,2010,,,,,
2010-05-01,Hidroeléctrica,262018835.54523,May,262.01883554523,Mayo,2010,,,,,
2010-05-01,Motor Reciprocante,201099883.366959,May,201.099883366959,Mayo,2010,,,,,
2010-05-01,Turbina de Vapor,186836382.337925,May,186.836382337925,Mayo,2010,,,,,
2010-05-01,Geotérmica,21872803.750463,May,21.872803750463003,Mayo,2010,,,,,
2010-05-01,Turbina de Gas,215881.291682,May,0.215881291682,Mayo,2010,,,,,
2010-06-01,Hidroeléctrica,355776098.147973,June,355.776098147973,Junio,2010,,,,,
2010-06-01,Motor Reciprocante,185651092.546027,June,185.651092546027,Junio,2010,,,,,
2010-06-01,Turbina de Vapor,112658222.404219,June,112.658222404219,Junio,2010,,,,,
2010-06-01,Geotérmica,13745127.815798,June,13.745127815798,Junio,2010,,,,,
2010-06-01,Turbina de Gas,377307.454706,June,0.3773074547059999,Junio,2010,,,,,
2010-07-01,Hidroeléctrica,438459700.248913,July,438.459700248913,Julio,2010,,,,,
2010-07-01,Motor Reciprocante,135324811.43599,July,135.32481143599,Julio,2010,,,,,
2010-07-01,Turbina de Vapor,62843007.119856,July,62.843007119856,Julio,2010,,,,,
2010-07-01,Geotérmica,20692404.509146,July,20.692404509146,Julio,2010,,,,,
2010-07-01,Turbina de Gas,59450.232911,July,0.0594502329109999,Julio,2010,,,,,
2010-08-01,Hidroeléctrica,470310748.367155,August,470.31074836715504,Agosto,2010,,,,,
2010-08-01,Motor Reciprocante,106647456.007385,August,106.647456007385,Agosto,2010,,,,,
2010-08-01,Turbina de Vapor,80649676.137255,August,80.649676137255,Agosto,2010,,,,,
2010-08-01,Geotérmica,21592067.378324,August,21.592067378324,Agosto,2010,,,,,
2010-08-01,Turbina de Gas,79671.428341,August,0.079671428341,Agosto,2010,,,,,
2010-09-01,Hidroeléctrica,469316701.164377,September,469.316701164377,Septiembre,2010,,,,,
2010-09-01,Motor Reciprocante,108035045.166628,September,108.035045166628,Septiembre,2010,,,,,
2010-09-01,Turbina de Vapor,79846649.981193,September,79.84664998119301,Septiembre,2010,,,,,
2010-09-01,Geotérmica,21735863.0151,September,21.7358630151,Septiembre,2010,,,,,
2010-09-01,Turbina de Gas,270889.896289,September,0.270889896289,Septiembre,2010,,,,,
2010-10-01,Hidroeléctrica,469577591.367199,October,469.577591367199,Octubre,2010,,,,,
2010-10-01,Motor Reciprocante,91917306.38692,October,91.91730638692,Octubre,2010,,,,,
2010-10-01,Turbina de Vapor,82201689.934534,October,82.201689934534,Octubre,2010,,,,,
2010-10-01,Geotérmica,16738904.820571,October,16.738904820571,Octubre,2010,,,,,
2010-10-01,Turbina de Gas,132060.561034,October,0.132060561034,Octubre,2010,,,,,
2010-11-01,Hidroeléctrica,371795998.234494,November,371.795998234494,Noviembre,2010,,,,,
2010-11-01,Turbina de Vapor,131958152.715436,November,131.958152715436,Noviembre,2010,,,,,
2010-11-01,Motor Reciprocante,111234326.047675,November,111.234326047675,Noviembre,2010,,,,,
2010-11-01,Geotérmica,23066256.940977,November,23.066256940977,Noviembre,2010,,,,,
2010-11-01,Turbina de Gas,478103.526785,November,0.478103526785,Noviembre,2010,,,,,
2010-12-01,Hidroeléctrica,308303061.657602,December,308.30306165760203,Diciembre,2010,,,,,
2010-12-01,Turbina de Vapor,247769351.068675,December,247.769351068675,Diciembre,2010,,,,,
2010-12-01,Motor Reciprocante,64672396.087294,December,64.672396087294,Diciembre,2010,,,,,
2010-12-01,Geotérmica,23680324.204895,December,23.680324204895,Diciembre,2010,,,,,
2010-12-01,Turbina de Gas,33144.530993,December,0.033144530993,Diciembre,2010,,,,,
2011-01-01,Turbina de Vapor,282463807.896551,January,282.46380789655103,Enero,2011,2011-01-01,Enero,25.01,26.55,-1.54
2011-01-01,Turbina de Vapor,282463807.896551,January,282.46380789655103,Enero,2011,2011-02-01,Febrero,25.66,26.76,-1.11
2011-01-01,Turbina de Vapor,282463807.896551,January,282.46380789655103,Enero,2011,2011-03-01,Marzo,26.38,27.29,-0.92
2011-01-01,Turbina de Vapor,282463807.896551,January,282.46380789655103,Enero,2011,2011-04-01,Abril,27.07,27.83,-0.76
2011-01-01,Turbina de Vapor,282463807.896551,January,282.46380789655103,Enero,2011,2011-05-01,Mayo,27.41,27.94,-0.52
2011-01-01,Turbina de Vapor,282463807.896551,January,282.46380789655103,Enero,2011,2011-06-01,Junio,27.35,27.73,-0.38
2011-01-01,Turbina de Vapor,282463807.896551,January,282.46380789655103,Enero,2011,2011-07-01,Julio,26.87,27.29,-0.42
2011-01-01,Turbina de Vapor,282463807.896551,January,282.46380789655103,Enero,2011,2011-08-01,Agosto,26.21,26.86,-0.64
2011-01-01,Turbina de Vapor,282463807.896551,January,282.46380789655103,Enero,2011,2011-09-01,Septiembre,25.92,26.72,-0.8
2011-01-01,Turbina de Vapor,282463807.896551,January,282.46380789655103,Enero,2011,2011-10-01,Octubre,25.67,26.72,-1.05
2011-01-01,Turbina de Vapor,282463807.896551,January,282.46380789655103,Enero,2011,2011-11-01,Noviembre,25.52,26.7,-1.18
2011-01-01,Turbina de Vapor,282463807.896551,January,282.46380789655103,Enero,2011,2011-12-01,Diciembre,25.55,26.6,-1.05
2011-01-01,Hidroeléctrica,238868049.652713,January,238.868049652713,Enero,2011,2011-01-01,Enero,25.01,26.55,-1.54
2011-01-01,Hidroeléctrica,238868049.652713,January,238.868049652713,Enero,2011,2011-02-01,Febrero,25.66,26.76,-1.11
2011-01-01,Hidroeléctrica,238868049.652713,January,238.868049652713,Enero,2011,2011-03-01,Marzo,26.38,27.29,-0.92
2011-01-01,Hidroeléctrica,238868049.652713,January,238.868049652713,Enero,2011,2011-04-01,Abril,27.07,27.83,-0.76
2011-01-01,Hidroeléctrica,238868049.652713,January,238.868049652713,Enero,2011,2011-05-01,Mayo,27.41,27.94,-0.52
2011-01-01,Hidroeléctrica,238868049.652713,January,238.868049652713,Enero,2011,2011-06-01,Junio,27.35,27.73,-0.38
2011-01-01,Hidroeléctrica,238868049.652713,January,238.868049652713,Enero,2011,2011-07-01,Julio,26.87,27.29,-0.42
2011-01-01,Hidroeléctrica,238868049.652713,January,238.868049652713,Enero,2011,2011-08-01,Agosto,26.21,26.86,-0.64
2011-01-01,Hidroeléctrica,238868049.652713,January,238.868049652713,Enero,2011,2011-09-01,Septiembre,25.92,26.72,-0.8
2011-01-01,Hidroeléctrica,238868049.652713,January,238.868049652713,Enero,2011,2011-10-01,Octubre,25.67,26.72,-1.05
2011-01-01,Hidroeléctrica,238868049.652713,January,238.868049652713,Enero,2011,2011-11-01,Noviembre,25.52,26.7,-1.18
2011-01-01,Hidroeléctrica,238868049.652713,January,238.868049652713,Enero,2011,2011-12-01,Diciembre,25.55,26.6,-1.05
2011-01-01,Motor Reciprocante,117805625.574179,January,117.805625574179,Enero,2011,2011-01-01,Enero,25.01,26.55,-1.54
2011-01-01,Motor Reciprocante,117805625.574179,January,117.805625574179,Enero,2011,2011-02-01,Febrero,25.66,26.76,-1.11
2011-01-01,Motor Reciprocante,117805625.574179,January,117.805625574179,Enero,2011,2011-03-01,Marzo,26.38,27.29,-0.92
2011-01-01,Motor Reciprocante,117805625.574179,January,117.805625574179,Enero,2011,2011-04-01,Abril,27.07,27.83,-0.76
2011-01-01,Motor Reciprocante,117805625.574179,January,117.805625574179,Enero,2011,2011-05-01,Mayo,27.41,27.94,-0.52
2011-01-01,Motor Reciprocante,117805625.574179,January,117.805625574179,Enero,2011,2011-06-01,Junio,27.35,27.73,-0.38
2011-01-01,Motor Reciprocante,117805625.574179,January,117.805625574179,Enero,2011,2011-07-01,Julio,26.87,27.29,-0.42
2011-01-01,Motor Reciprocante,117805625.574179,January,117.805625574179,Enero,2011,2011-08-01,Agosto,26.21,26.86,-0.64
2011-01-01,Motor Reciprocante,117805625.574179,January,117.805625574179,Enero,2011,2011-09-01,Septiembre,25.92,26.72,-0.8
2011-01-01,Motor Reciprocante,117805625.574179,January,117.805625574179,Enero,2011,2011-10-01,Octubre,25.67,26.72,-1.05
2011-01-01,Motor Reciprocante,117805625.574179,January,117.805625574179,Enero,2011,2011-11-01,Noviembre,25.52,26.7,-1.18
2011-01-01,Motor Reciprocante,117805625.574179,January,117.805625574179,Enero,2011,2011-12-01,Diciembre,25.55,26.6,-1.05
2011-01-01,Geotérmica,23086936.343881,January,23.086936343881,Enero,2011,2011-01-01,Enero,25.01,26.55,-1.54
2011-01-01,Geotérmica,23086936.343881,January,23.086936343881,Enero,2011,2011-02-01,Febrero,25.66,26.76,-1.11
2011-01-01,Geotérmica,23086936.343881,January,23.086936343881,Enero,2011,2011-03-01,Marzo,26.38,27.29,-0.92
2011-01-01,Geotérmica,23086936.343881,January,23.086936343881,Enero,2011,2011-04-01,Abril,27.07,27.83,-0.76
2011-01-01,Geotérmica,23086936.343881,January,23.086936343881,Enero,2011,2011-05-01,Mayo,27.41,27.94,-0.52
2011-01-01,Geotérmica,23086936.343881,January,23.086936343881,Enero,2011,2011-06-01,Junio,27.35,27.73,-0.38
2011-01-01,Geotérmica,23086936.343881,January,23.086936343881,Enero,2011,2011-07-01,Julio,26.87,27.29,-0.42
2011-01-01,Geotérmica,23086936.343881,January,23.086936343881,Enero,2011,2011-08-01,Agosto,26.21,26.86,-0.64
2011-01-01,Geotérmica,23086936.343881,January,23.086936343881,Enero,2011,2011-09-01,Septiembre,25.92,26.72,-0.8
2011-01-01,Geotérmica,23086936.343881,January,23.086936343881,Enero,2011,2011-10-01,Octubre,25.67,26.72,-1.05
2011-01-01,Geotérmica,23086936.343881,January,23.086936343881,Enero,2011,2011-11-01,Noviembre,25.52,26.7,-1.18
2011-01-01,Geotérmica,23086936.343881,January,23.086936343881,Enero,2011,2011-12-01,Diciembre,25.55,26.6,-1.05
2011-01-01,Turbina de Gas,795098.485925,January,0.7950984859250001,Enero,2011,2011-01-01,Enero,25.01,26.55,-1.54
2011-01-01,Turbina de Gas,795098.485925,January,0.7950984859250001,Enero,2011,2011-02-01,Febrero,25.66,26.76,-1.11
2011-01-01,Turbina de Gas,795098.485925,January,0.7950984859250001,Enero,2011,2011-03-01,Marzo,26.38,27.29,-0.92
2011-01-01,Turbina de Gas,795098.485925,January,0.7950984859250001,Enero,2011,2011-04-01,Abril,27.07,27.83,-0.76
2011-01-01,Turbina de Gas,795098.485925,January,0.7950984859250001,Enero,2011,2011-05-01,Mayo,27.41,27.94,-0.52
2011-01-01,Turbina de Gas,795098.485925,January,0.7950984859250001,Enero,2011,2011-06-01,Junio,27.35,27.73,-0.38
2011-01-01,Turbina de Gas,795098.485925,January,0.7950984859250001,Enero,2011,2011-07-01,Julio,26.87,27.29,-0.42
2011-01-01,Turbina de Gas,795098.485925,January,0.7950984859250001,Enero,2011,2011-08-01,Agosto,26.21,26.86,-0.64
2011-01-01,Turbina de Gas,795098.485925,January,0.7950984859250001,Enero,2011,2011-09-01,Septiembre,25.92,26.72,-0.8
2011-01-01,Turbina de Gas,795098.485925,January,0.7950984859250001,Enero,2011,2011-10-01,Octubre,25.67,26.72,-1.05
2011-01-01,Turbina de Gas,795098.485925,January,0.7950984859250001,Enero,2011,2011-11-01,Noviembre,25.52,26.7,-1.18
2011-01-01,Turbina de Gas,795098.485925,January,0.7950984859250001,Enero,2011,2011-12-01,Diciembre,25.55,26.6,-1.05
2011-02-01,Turbina de Vapor,239054682.329875,February,239.054682329875,Febrero,2011,,,,,
2011-02-01,Hidroeléctrica,235542849.596385,February,235.542849596385,Febrero,2011,,,,,
2011-02-01,Motor Reciprocante,129874552.113675,February,129.874552113675,Febrero,2011,,,,,
2011-02-01,Geotérmica,20779149.242949,February,20.779149242949,Febrero,2011,,,,,
2011-02-01,Turbina de Gas,489272.213525,February,0.489272213525,Febrero,2011,,,,,
2011-03-01,Turbina de Vapor,259035979.788993,March,259.035979788993,Marzo,2011,,,,,
2011-03-01,Hidroeléctrica,258478275.306763,March,258.478275306763,Marzo,2011,,,,,
2011-03-01,Motor Reciprocante,155842166.061496,March,155.842166061496,Marzo,2011,,,,,
2011-03-01,Geotérmica,22568196.317242,March,22.568196317242,Marzo,2011,,,,,
2011-03-01,Turbina de Gas,100529.900831,March,0.100529900831,Marzo,2011,,,,,
2011-04-01,Motor Reciprocante,228084481.918667,April,228.084481918667,Abril,2011,,,,,
2011-04-01,Hidroeléctrica,208459851.489259,April,208.459851489259,Abril,2011,,,,,
2011-04-01,Turbina de Vapor,186823319.754328,April,186.82331975432805,Abril,2011,,,,,
2011-04-01,Geotérmica,21396684.251417,April,21.396684251417,Abril,2011,,,,,
2011-04-01,Turbina de Gas,18170247.52157,April,18.17024752157,Abril,2011,,,,,
2011-05-01,Motor Reciprocante,361301599.563127,May,361.30159956312696,Mayo,2011,,,,,
2011-05-01,Hidroeléctrica,193745142.029915,May,193.745142029915,Mayo,2011,,,,,
2011-05-01,Turbina de Vapor,135327697.949433,May,135.327697949433,Mayo,2011,,,,,
2011-05-01,Geotérmica,20528988.392036,May,20.528988392036,Mayo,2011,,,,,
2011-05-01,Turbina de Gas,4220348.534997,May,4.220348534997,Mayo,2011,,,,,
2011-06-01,Motor Reciprocante,287179127.385262,June,287.179127385262,Junio,2011,,,,,
2011-06-01,Hidroeléctrica,284001861.027959,June,284.00186102795897,Junio,2011,,,,,
2011-06-01,Turbina de Vapor,97639259.698021,June,97.639259698021,Junio,2011,,,,,
2011-06-01,Geotérmica,21076284.929006,June,21.076284929006,Junio,2011,,,,,
2011-06-01,Turbina de Gas,2435807.56218,June,2.43580756218,Junio,2011,,,,,
2011-07-01,Hidroeléctrica,460583643.769225,July,460.583643769225,Julio,2011,,,,,
2011-07-01,Motor Reciprocante,116937774.832898,July,116.937774832898,Julio,2011,,,,,
2011-07-01,Turbina de Vapor,86835883.450646,July,86.835883450646,Julio,2011,,,,,
2011-07-01,Geotérmica,21611201.614247,July,21.611201614247,Julio,2011,,,,,
2011-07-01,Turbina de Gas,1231890.681432,July,1.231890681432,Julio,2011,,,,,
2011-08-01,Hidroeléctrica,460501385.609307,August,460.50138560930696,Agosto,2011,,,,,
2011-08-01,Motor Reciprocante,110809172.516934,August,110.809172516934,Agosto,2011,,,,,
2011-08-01,Turbina de Vapor,95719287.418965,August,95.719287418965,Agosto,2011,,,,,
2011-08-01,Geotérmica,20088032.119768,August,20.088032119768,Agosto,2011,,,,,
2011-08-01,Turbina de Gas,438483.6969,August,0.4384836969,Agosto,2011,,,,,
2011-09-01,Hidroeléctrica,490609223.472601,September,490.609223472601,Septiembre,2011,,,,,
2011-09-01,Turbina de Vapor,81543099.250892,September,81.543099250892,Septiembre,2011,,,,,
2011-09-01,Motor Reciprocante,76813969.062048,September,76.813969062048,Septiembre,2011,,,,,
2011-09-01,Geotérmica,21195184.456591,September,21.195184456591,Septiembre,2011,,,,,
2011-09-01,Turbina de Gas,441055.689455,September,0.441055689455,Septiembre,2011,,,,,
2011-10-01,Hidroeléctrica,494938783.997692,October,494.938783997692,Octubre,2011,,,,,
2011-10-01,Turbina de Vapor,87763457.78078,October,87.76345778078,Octubre,2011,,,,,
2011-10-01,Motor Reciprocante,76534546.431289,October,76.534546431289,Octubre,2011,,,,,
2011-10-01,Geotérmica,13086233.426278,October,13.086233426278,Octubre,2011,,,,,
2011-10-01,Turbina de Gas,341283.6487,October,0.3412836487,Octubre,2011,,,,,
2011-11-01,Hidroeléctrica,420296046.607507,November,420.296046607507,Noviembre,2011,,,,,
2011-11-01,Turbina de Vapor,155871597.746549,November,155.871597746549,Noviembre,2011,,,,,
2011-11-01,Motor Reciprocante,84631345.478224,November,84.63134547822399,Noviembre,2011,,,,,
2011-11-01,Geotérmica,15596105.489511,November,15.596105489511,Noviembre,2011,,,,,
2011-11-01,Turbina de Gas,404892.0,November,0.404892,Noviembre,2011,,,,,
2011-12-01,Hidroeléctrica,348142118.975189,December,348.14211897518896,Diciembre,2011,,,,,
2011-12-01,Turbina de Vapor,284057695.202964,December,284.057695202964,Diciembre,2011,,,,,
2011-12-01,Motor Reciprocante,47973515.599649,December,47.973515599649,Diciembre,2011,,,,,
2011-12-01,Geotérmica,16066683.996288,December,16.066683996288,Diciembre,2011,,,,,
2011-12-01,Turbina de Gas,302057.99189,December,0.30205799189,Diciembre,2011,,,,,
2012-01-01,Hidroeléctrica,325826916.670514,January,325.826916670514,Enero,2012,2012-01-01,Enero,25.68,26.55,-0.87
2012-01-01,Hidroeléctrica,325826916.670514,January,325.826916670514,Enero,2012,2012-02-01,Febrero,26.1,26.76,-0.67
2012-01-01,Hidroeléctrica,325826916.670514,January,325.826916670514,Enero,2012,2012-03-01,Marzo,26.69,27.29,-0.61
2012-01-01,Hidroeléctrica,325826916.670514,January,325.826916670514,Enero,2012,2012-04-01,Abril,27.33,27.83,-0.49
2012-01-01,Hidroeléctrica,325826916.670514,January,325.826916670514,Enero,2012,2012-05-01,Mayo,27.62,27.94,-0.32
2012-01-01,Hidroeléctrica,325826916.670514,January,325.826916670514,Enero,2012,2012-06-01,Junio,27.75,27.73,0.02
2012-01-01,Hidroeléctrica,325826916.670514,January,325.826916670514,Enero,2012,2012-07-01,Julio,27.54,27.29,0.25
2012-01-01,Hidroeléctrica,325826916.670514,January,325.826916670514,Enero,2012,2012-08-01,Agosto,27.32,26.86,0.47
2012-01-01,Hidroeléctrica,325826916.670514,January,325.826916670514,Enero,2012,2012-09-01,Septiembre,27.1,26.72,0.38
2012-01-01,Hidroeléctrica,325826916.670514,January,325.826916670514,Enero,2012,2012-10-01,Octubre,26.98,26.72,0.26
2012-01-01,Hidroeléctrica,325826916.670514,January,325.826916670514,Enero,2012,2012-11-01,Noviembre,26.86,26.7,0.15
2012-01-01,Hidroeléctrica,325826916.670514,January,325.826916670514,Enero,2012,2012-12-01,Diciembre,26.35,26.6,-0.25
2012-01-01,Turbina de Vapor,276044710.495789,January,276.044710495789,Enero,2012,2012-01-01,Enero,25.68,26.55,-0.87
2012-01-01,Turbina de Vapor,276044710.495789,January,276.044710495789,Enero,2012,2012-02-01,Febrero,26.1,26.76,-0.67
2012-01-01,Turbina de Vapor,276044710.495789,January,276.044710495789,Enero,2012,2012-03-01,Marzo,26.69,27.29,-0.61
