,Tipo de generación,Generación [kWh],Mes,Generación [GWh],Mes_s,Año,Date,Month,Total,Climateadj,Anom
2004-01-01,Motor Reciprocante,211281284.931747,January,211.281284931747,Enero,2004,2004-01-01,Enero,26.83,26.45,0.38
2004-01-01,Motor Reciprocante,211281284.931747,January,211.281284931747,Enero,2004,2004-02-01,Febrero,27.0,26.66,0.34
2004-01-01,Motor Reciprocante,211281284.931747,January,211.281284931747,Enero,2004,2004-03-01,Marzo,27.41,27.21,0.21
2004-01-01,Motor Reciprocante,211281284.931747,January,211.281284931747,Enero,2004,2004-04-01,Abril,27.89,27.73,0.16
2004-01-01,Motor Reciprocante,211281284.931747,January,211.281284931747,Enero,2004,2004-05-01,Mayo,27.99,27.85,0.14
2004-01-01,Motor Reciprocante,211281284.931747,January,211.281284931747,Enero,2004,2004-06-01,Junio,27.85,27.65,0.2
2004-01-01,Motor Reciprocante,211281284.931747,January,211.281284931747,Enero,2004,2004-07-01,Julio,27.77,27.26,0.51
2004-01-01,Motor Reciprocante,211281284.931747,January,211.281284931747,Enero,2004,2004-08-01,Agosto,27.6,26.91,0.7
2004-01-01,Motor Reciprocante,211281284.931747,January,211.281284931747,Enero,2004,2004-09-01,Septiembre,27.52,26.8,0.72
2004-01-01,Motor Reciprocante,211281284.931747,January,211.281284931747,Enero,2004,2004-10-01,Octubre,27.44,26.75,0.68
2004-01-01,Motor Reciprocante,211281284.931747,January,211.281284931747,Enero,2004,2004-11-01,Noviembre,27.36,26.75,0.61
2004-01-01,Motor Reciprocante,211281284.931747,January,211.281284931747,Enero,2004,2004-12-01,Diciembre,27.34,26.65,0.69
2004-01-01,Turbina de Vapor,184624819.743247,January,184.624819743247,Enero,2004,2004-01-01,Enero,26.83,26.45,0.38
2004-01-01,Turbina de Vapor,184624819.743247,January,184.624819743247,Enero,2004,2004-02-01,Febrero,27.0,26.66,0.34
2004-01-01,Turbina de Vapor,184624819.743247,January,184.624819743247,Enero,2004,2004-03-01,Marzo,27.41,27.21,0.21
2004-01-01,Turbina de Vapor,184624819.743247,January,184.624819743247,Enero,2004,2004-04-01,Abril,27.89,27.73,0.16
2004-01-01,Turbina de Vapor,184624819.743247,January,184.624819743247,Enero,2004,2004-05-01,Mayo,27.99,27.85,0.14
2004-01-01,Turbina de Vapor,184624819.743247,January,184.624819743247,Enero,2004,2004-06-01,Junio,27.85,27.65,0.2
2004-01-01,Turbina de Vapor,184624819.743247,January,184.624819743247,Enero,2004,2004-07-01,Julio,27.77,27.26,0.51
2004-01-01,Turbina de Vapor,184624819.743247,January,184.624819743247,Enero,2004,2004-08-01,Agosto,27.6,26.91,0.7
2004-01-01,Turbina de Vapor,184624819.743247,January,184.624819743247,Enero,2004,2004-09-01,Septiembre,27.52,26.8,0.72
2004-01-01,Turbina de Vapor,184624819.743247,January,184.624819743247,Enero,2004,2004-10-01,Octubre,27.44,26.75,0.68
2004-01-01,Turbina de Vapor,184624819.743247,January,184.624819743247,Enero,2004,2004-11-01,Noviembre,27.36,26.75,0.61
2004-01-01,Turbina de Vapor,184624819.743247,January,184.624819743247,Enero,2004,2004-12-01,Diciembre,27.34,26.65,0.69
2004-01-01,Hidroeléctrica,167180138.363401,January,167.180138363401,Enero,2004,2004-01-01,Enero,26.83,26.45,0.38
2004-01-01,Hidroeléctrica,167180138.363401,January,167.180138363401,Enero,2004,2004-02-01,Febrero,27.0,26.66,0.34
2004-01-01,Hidroeléctrica,167180138.363401,January,167.180138363401,Enero,2004,2004-03-01,Marzo,27.41,27.21,0.21
2004-01-01,Hidroeléctrica,167180138.363401,January,167.180138363401,Enero,2004,2004-04-01,Abril,27.89,27.73,0.16
2004-01-01,Hidroeléctrica,167180138.363401,January,167.180138363401,Enero,2004,2004-05-01,Mayo,27.99,27.85,0.14
2004-01-01,Hidroeléctrica,167180138.363401,January,167.180138363401,Enero,2004,2004-06-01,Junio,27.85,27.65,0.2
2004-01-01,Hidroeléctrica,167180138.363401,January,167.180138363401,Enero,2004,2004-07-01,Julio,27.77,27.26,0.51
2004-01-01,Hidroeléctrica,167180138.363401,January,167.180138363401,Enero,2004,2004-08-01,Agosto,27.6,26.91,0.7
2004-01-01,Hidroeléctrica,167180138.363401,January,167.180138363401,Enero,2004,2004-09-01,Septiembre,27.52,26.8,0.72
2004-01-01,Hidroeléctrica,167180138.363401,January,167.180138363401,Enero,2004,2004-10-01,Octubre,27.44,26.75,0.68
2004-01-01,Hidroeléctrica,167180138.363401,January,167.180138363401,Enero,2004,2004-11-01,Noviembre,27.36,26.75,0.61
2004-01-01,Hidroeléctrica,167180138.363401,January,167.180138363401,Enero,2004,2004-12-01,Diciembre,27.34,26.65,0.69
2004-01-01,Geotérmica,17208452.916114,January,17.208452916114,Enero,2004,2004-01-01,Enero,26.83,26.45,0.38
2004-01-01,Geotérmica,17208452.916114,January,17.208452916114,Enero,2004,2004-02-01,Febrero,27.0,26.66,0.34
2004-01-01,Geotérmica,17208452.916114,January,17.208452916114,Enero,2004,2004-03-01,Marzo,27.41,27.21,0.21
2004-01-01,Geotérmica,17208452.916114,January,17.208452916114,Enero,2004,2004-04-01,Abril,27.89,27.73,0.16
2004-01-01,Geotérmica,17208452.916114,January,17.208452916114,Enero,2004,2004-05-01,Mayo,27.99,27.85,0.14
2004-01-01,Geotérmica,17208452.916114,January,17.208452916114,Enero,2004,2004-06-01,Junio,27.85,27.65,0.2
2004-01-01,Geotérmica,17208452.916114,January,17.208452916114,Enero,2004,2004-07-01,Julio,27.77,27.26,0.51
2004-01-01,Geotérmica,17208452.916114,January,17.208452916114,Enero,2004,2004-08-01,Agosto,27.6,26.91,0.7
2004-01-01,Geotérmica,17208452.916114,January,17.208452916114,Enero,2004,2004-09-01,Septiembre,27.52,26.8,0.72
2004-01-01,Geotérmica,17208452.916114,January,17.208452916114,Enero,2004,2004-10-01,Octubre,27.44,26.75,0.68
2004-01-01,Geotérmica,17208452.916114,January,17.208452916114,Enero,2004,2004-11-01,Noviembre,27.36,26.75,0.61
2004-01-01,Geotérmica,17208452.916114,January,17.208452916114,Enero,2004,2004-12-01,Diciembre,27.34,26.65,0.69
2004-01-01,Turbina de Gas,89090.304,January,0.089090304,Enero,2004,2004-01-01,Enero,26.83,26.45,0.38
2004-01-01,Turbina de Gas,89090.304,January,0.089090304,Enero,2004,2004-02-01,Febrero,27.0,26.66,0.34
2004-01-01,Turbina de Gas,89090.304,January,0.089090304,Enero,2004,2004-03-01,Marzo,27.41,27.21,0.21
2004-01-01,Turbina de Gas,89090.304,January,0.089090304,Enero,2004,2004-04-01,Abril,27.89,27.73,0.16
2004-01-01,Turbina de Gas,89090.304,January,0.089090304,Enero,2004,2004-05-01,Mayo,27.99,27.85,0.14
2004-01-01,Turbina de Gas,89090.304,January,0.089090304,Enero,2004,2004-06-01,Junio,27.85,27.65,0.2
2004-01-01,Turbina de Gas,89090.304,January,0.089090304,Enero,2004,2004-07-01,Julio,27.77,27.26,0.51
2004-01-01,Turbina de Gas,89090.304,January,0.089090304,Enero,2004,2004-08-01,Agosto,27.6,26.91,0.7
2004-01-01,Turbina de Gas,89090.304,January,0.089090304,Enero,2004,2004-09-01,Septiembre,27.52,26.8,0.72
2004-01-01,Turbina de Gas,89090.304,January,0.089090304,Enero,2004,2004-10-01,Octubre,27.44,26.75,0.68
2004-01-01,Turbina de Gas,89090.304,January,0.089090304,Enero,2004,2004-11-01,Noviembre,27.36,26.75,0.61
2004-01-01,Turbina de Gas,89090.304,January,0.089090304,Enero,2004,2004-12-01,Diciembre,27.34,26.65,0.69
2004-02-01,Motor Reciprocante,219519326.797967,February,219.51932679796695,Febrero,2004,,,,,
2004-02-01,Turbina de Vapor,179608129.270918,February,179.608129270918,Febrero,2004,,,,,
2004-02-01,Hidroeléctrica,144085924.057141,February,144.085924057141,Febrero,2004,,,,,
2004-02-01,Geotérmica,15953164.423213,February,15.953164423213,Febrero,2004,,,,,
2004-02-01,Turbina de Gas,42864.656,February,0.042864656,Febrero,2004,,,,,
2004-03-01,Motor Reciprocante,243004940.424916,March,243.004940424916,Marzo,2004,,,,,
2004-03-01,Turbina de Vapor,193108667.152507,March,193.108667152507,Marzo,2004,,,,,
2004-03-01,Hidroeléctrica,159186491.434796,March,159.186491434796,Marzo,2004,,,,,
2004-03-01,Geotérmica,16410162.139333,March,16.410162139333,Marzo,2004,,,,,
2004-03-01,Turbina de Gas,17802.0,March,0.017802,Marzo,2004,,,,,
2004-04-01,Motor Reciprocante,231795847.682796,April,231.795847682796,Abril,2004,,,,,
2004-04-01,Turbina de Vapor,165454799.097086,April,165.454799097086,Abril,2004,,,,,
2004-04-01,Hidroeléctrica,162768401.529011,April,162.76840152901102,Abril,2004,,,,,
2004-04-01,Geotérmica,16115747.800265,April,16.115747800264998,Abril,2004,,,,,
2004-04-01,Turbina de Gas,1074575.572,April,1.074575572,Abril,2004,,,,,
2004-05-01,Motor Reciprocante,248717056.552739,May,248.717056552739,Mayo,2004,,,,,
2004-05-01,Hidroeléctrica,198671145.06992,May,198.67114506992,Mayo,2004,,,,,
2004-05-01,Turbina de Vapor,118645388.628034,May,118.645388628034,Mayo,2004,,,,,
2004-05-01,Geotérmica,16721392.066399,May,16.721392066399,Mayo,2004,,,,,
2004-05-01,Turbina de Gas,1254822.168,May,1.254822168,Mayo,2004,,,,,
2004-06-01,Hidroeléctrica,260117789.089412,June,260.117789089412,Junio,2004,,,,,
2004-06-01,Motor Reciprocante,216861448.400967,June,216.861448400967,Junio,2004,,,,,
2004-06-01,Turbina de Vapor,70965817.0,June,70.965817,Junio,2004,,,,,
2004-06-01,Geotérmica,16285534.614089,June,16.285534614089,Junio,2004,,,,,
2004-06-01,Turbina de Gas,1375586.0,June,1.375586,Junio,2004,,,,,
2004-07-01,Hidroeléctrica,289890148.808567,July,289.890148808567,Julio,2004,,,,,
2004-07-01,Motor Reciprocante,208160969.543375,July,208.160969543375,Julio,2004,,,,,
2004-07-01,Turbina de Vapor,93957812.0,July,93.957812,Julio,2004,,,,,
2004-07-01,Geotérmica,16750123.944704,July,16.750123944704,Julio,2004,,,,,
2004-07-01,Turbina de Gas,94843.0,July,0.094843,Julio,2004,,,,,
2004-08-01,Motor Reciprocante,245567819.752373,August,245.567819752373,Agosto,2004,,,,,
2004-08-01,Hidroeléctrica,236698899.268295,August,236.69889926829495,Agosto,2004,,,,,
2004-08-01,Turbina de Vapor,97288658.0,August,97.288658,Agosto,2004,,,,,
2004-08-01,Geotérmica,16568212.196436,August,16.568212196436,Agosto,2004,,,,,
2004-08-01,Turbina de Gas,675546.0,August,0.675546,Agosto,2004,,,,,
2004-09-01,Motor Reciprocante,235069050.488728,September,235.069050488728,Septiembre,2004,,,,,
2004-09-01,Hidroeléctrica,218906067.434694,September,218.906067434694,Septiembre,2004,,,,,
2004-09-01,Turbina de Vapor,80925630.400703,September,80.925630400703,Septiembre,2004,,,,,
2004-09-01,Geotérmica,16198023.737614,September,16.198023737614,Septiembre,2004,,,,,
2004-09-01,Turbina de Gas,213147.176,September,0.213147176,Septiembre,2004,,,,,
2004-10-01,Hidroeléctrica,287836742.396887,October,287.836742396887,Octubre,2004,,,,,
2004-10-01,Motor Reciprocante,187959872.955675,October,187.959872955675,Octubre,2004,,,,,
2004-10-01,Turbina de Vapor,66530474.847027,October,66.530474847027,Octubre,2004,,,,,
2004-10-01,Geotérmica,13480772.335966,October,13.480772335966,Octubre,2004,,,,,
2004-10-01,Turbina de Gas,516269.658,October,0.516269658,Octubre,2004,,,,,
2004-11-01,Hidroeléctrica,230630100.288591,November,230.630100288591,Noviembre,2004,,,,,
2004-11-01,Motor Reciprocante,177837746.694465,November,177.837746694465,Noviembre,2004,,,,,
2004-11-01,Turbina de Vapor,151654287.392323,November,151.654287392323,Noviembre,2004,,,,,
2004-11-01,Geotérmica,15928206.791196,November,15.928206791196,Noviembre,2004,,,,,
2004-11-01,Turbina de Gas,255653.654741,November,0.255653654741,Noviembre,2004,,,,,
2004-12-01,Turbina de Vapor,200121753.276386,December,200.121753276386,Diciembre,2004,,,,,
2004-12-01,Motor Reciprocante,198383056.389928,December,198.383056389928,Diciembre,2004,,,,,
2004-12-01,Hidroeléctrica,191197996.800171,December,191.19799680017096,Diciembre,2004,,,,,
2004-12-01,Geotérmica,16608615.508139,December,16.608615508139,Diciembre,2004,,,,,
2004-12-01,Turbina de Gas,4332.748,December,0.004332748,Diciembre,2004,,,,,
2005-01-01,Turbina de Vapor,301581634.830657,January,301.581634830657,Enero,2005,2005-01-01,Enero,27.21,26.45,0.76
2005-01-01,Turbina de Vapor,301581634.830657,January,301.581634830657,Enero,2005,2005-02-01,Febrero,27.12,26.66,0.46
2005-01-01,Turbina de Vapor,301581634.830657,January,301.581634830657,Enero,2005,2005-03-01,Marzo,27.74,27.21,0.53
2005-01-01,Turbina de Vapor,301581634.830657,January,301.581634830657,Enero,2005,2005-04-01,Abril,28.09,27.73,0.35
2005-01-01,Turbina de Vapor,301581634.830657,January,301.581634830657,Enero,2005,2005-05-01,Mayo,28.24,27.85,0.39
2005-01-01,Turbina de Vapor,301581634.830657,January,301.581634830657,Enero,2005,2005-06-01,Junio,27.77,27.65,0.12
2005-01-01,Turbina de Vapor,301581634.830657,January,301.581634830657,Enero,2005,2005-07-01,Julio,27.07,27.26,-0.19
2005-01-01,Turbina de Vapor,301581634.830657,January,301.581634830657,Enero,2005,2005-08-01,Agosto,26.8,26.91,-0.1
2005-01-01,Turbina de Vapor,301581634.830657,January,301.581634830657,Enero,2005,2005-09-01,Septiembre,26.68,26.8,-0.11
2005-01-01,Turbina de Vapor,301581634.830657,January,301.581634830657,Enero,2005,2005-10-01,Octubre,26.65,26.75,-0.1
2005-01-01,Turbina de Vapor,301581634.830657,January,301.581634830657,Enero,2005,2005-11-01,Noviembre,26.11,26.75,-0.64
2005-01-01,Turbina de Vapor,301581634.830657,January,301.581634830657,Enero,2005,2005-12-01,Diciembre,25.68,26.65,-0.97
2005-01-01,Hidroeléctrica,185523272.994404,January,185.523272994404,Enero,2005,2005-01-01,Enero,27.21,26.45,0.76
2005-01-01,Hidroeléctrica,185523272.994404,January,185.523272994404,Enero,2005,2005-02-01,Febrero,27.12,26.66,0.46
2005-01-01,Hidroeléctrica,185523272.994404,January,185.523272994404,Enero,2005,2005-03-01,Marzo,27.74,27.21,0.53
2005-01-01,Hidroeléctrica,185523272.994404,January,185.523272994404,Enero,2005,2005-04-01,Abril,28.09,27.73,0.35
2005-01-01,Hidroeléctrica,185523272.994404,January,185.523272994404,Enero,2005,2005-05-01,Mayo,28.24,27.85,0.39
2005-01-01,Hidroeléctrica,185523272.994404,January,185.523272994404,Enero,2005,2005-06-01,Junio,27.77,27.65,0.12
2005-01-01,Hidroeléctrica,185523272.994404,January,185.523272994404,Enero,2005,2005-07-01,Julio,27.07,27.26,-0.19
2005-01-01,Hidroeléctrica,185523272.994404,January,185.523272994404,Enero,2005,2005-08-01,Agosto,26.8,26.91,-0.1
2005-01-01,Hidroeléctrica,185523272.994404,January,185.523272994404,Enero,2005,2005-09-01,Septiembre,26.68,26.8,-0.11
2005-01-01,Hidroeléctrica,185523272.994404,January,185.523272994404,Enero,2005,2005-10-01,Octubre,26.65,26.75,-0.1
2005-01-01,Hidroeléctrica,185523272.994404,January,185.523272994404,Enero,2005,2005-11-01,Noviembre,26.11,26.75,-0.64
2005-01-01,Hidroeléctrica,185523272.994404,January,185.523272994404,Enero,2005,2005-12-01,Diciembre,25.68,26.65,-0.97
2005-01-01,Motor Reciprocante,93222208.097546,January,93.222208097546,Enero,2005,2005-01-01,Enero,27.21,26.45,0.76
2005-01-01,Motor Reciprocante,93222208.097546,January,93.222208097546,Enero,2005,2005-02-01,Febrero,27.12,26.66,0.46
2005-01-01,Motor Reciprocante,93222208.097546,January,93.222208097546,Enero,2005,2005-03-01,Marzo,27.74,27.21,0.53
2005-01-01,Motor Reciprocante,93222208.097546,January,93.222208097546,Enero,2005,2005-04-01,Abril,28.09,27.73,0.35
2005-01-01,Motor Reciprocante,93222208.097546,January,93.222208097546,Enero,2005,2005-05-01,Mayo,28.24,27.85,0.39
2005-01-01,Motor Reciprocante,93222208.097546,January,93.222208097546,Enero,2005,2005-06-01,Junio,27.77,27.65,0.12
2005-01-01,Motor Reciprocante,93222208.097546,January,93.222208097546,Enero,2005,2005-07-01,Julio,27.07,27.26,-0.19
2005-01-01,Motor Reciprocante,93222208.097546,January,93.222208097546,Enero,2005,2005-08-01,Agosto,26.8,26.91,-0.1
2005-01-01,Motor Reciprocante,93222208.097546,January,93.222208097546,Enero,2005,2005-09-01,Septiembre,26.68,26.8,-0.11
2005-01-01,Motor Reciprocante,93222208.097546,January,93.222208097546,Enero,2005,2005-10-01,Octubre,26.65,26.75,-0.1
2005-01-01,Motor Reciprocante,93222208.097546,January,93.222208097546,Enero,2005,2005-11-01,Noviembre,26.11,26.75,-0.64
2005-01-01,Motor Reciprocante,93222208.097546,January,93.222208097546,Enero,2005,2005-12-01,Diciembre,25.68,26.65,-0.97
2005-01-01,Geotérmica,16694915.7678,January,16.6949157678,Enero,2005,2005-01-01,Enero,27.21,26.45,0.76
2005-01-01,Geotérmica,16694915.7678,January,16.6949157678,Enero,2005,2005-02-01,Febrero,27.12,26.66,0.46
2005-01-01,Geotérmica,16694915.7678,January,16.6949157678,Enero,2005,2005-03-01,Marzo,27.74,27.21,0.53
2005-01-01,Geotérmica,16694915.7678,January,16.6949157678,Enero,2005,2005-04-01,Abril,28.09,27.73,0.35
2005-01-01,Geotérmica,16694915.7678,January,16.6949157678,Enero,2005,2005-05-01,Mayo,28.24,27.85,0.39
2005-01-01,Geotérmica,16694915.7678,January,16.6949157678,Enero,2005,2005-06-01,Junio,27.77,27.65,0.12
2005-01-01,Geotérmica,16694915.7678,January,16.6949157678,Enero,2005,2005-07-01,Julio,27.07,27.26,-0.19
2005-01-01,Geotérmica,16694915.7678,January,16.6949157678,Enero,2005,2005-08-01,Agosto,26.8,26.91,-0.1
2005-01-01,Geotérmica,16694915.7678,January,16.6949157678,Enero,2005,2005-09-01,Septiembre,26.68,26.8,-0.11
2005-01-01,Geotérmica,16694915.7678,January,16.6949157678,Enero,2005,2005-10-01,Octubre,26.65,26.75,-0.1
2005-01-01,Geotérmica,16694915.7678,January,16.6949157678,Enero,2005,2005-11-01,Noviembre,26.11,26.75,-0.64
2005-01-01,Geotérmica,16694915.7678,January,16.6949157678,Enero,2005,2005-12-01,Diciembre,25.68,26.65,-0.97
2005-01-01,Turbina de Gas,0.0,January,0.0,Enero,2005,2005-01-01,Enero,27.21,26.45,0.76
2005-01-01,Turbina de Gas,0.0,January,0.0,Enero,2005,2005-02-01,Febrero,27.12,26.66,0.46
2005-01-01,Turbina de Gas,0.0,January,0.0,Enero,2005,2005-03-01,Marzo,27.74,27.21,0.53
2005-01-01,Turbina de Gas,0.0,January,0.0,Enero,2005,2005-04-01,Abril,28.09,27.73,0.35
2005-01-01,Turbina de Gas,0.0,January,0.0,Enero,2005,2005-05-01,Mayo,28.24,27.85,0.39
2005-01-01,Turbina de Gas,0.0,January,0.0,Enero,2005,2005-06-01,Junio,27.77,27.65,0.12
2005-01-01,Turbina de Gas,0.0,January,0.0,Enero,2005,2005-07-01,Julio,27.07,27.26,-0.19
2005-01-01,Turbina de Gas,0.0,January,0.0,Enero,2005,2005-08-01,Agosto,26.8,26.91,-0.1
2005-01-01,Turbina de Gas,0.0,January,0.0,Enero,2005,2005-09-01,Septiembre,26.68,26.8,-0.11
2005-01-01,Turbina de Gas,0.0,January,0.0,Enero,2005,2005-10-01,Octubre,26.65,26.75,-0.1
2005-01-01,Turbina de Gas,0.0,January,0.0,Enero,2005,2005-11-01,Noviembre,26.11,26.75,-0.64
2005-01-01,Turbina de Gas,0.0,January,0.0,Enero,2005,2005-12-01,Diciembre,25.68,26.65,-0.97
2005-02-01,Turbina de Vapor,283060790.032159,February,283.060790032159,Febrero,2005,,,,,
2005-02-01,Hidroeléctrica,153089265.355199,February,153.08926535519902,Febrero,2005,,,,,
2005-02-01,Motor Reciprocante,112144316.676665,February,112.144316676665,Febrero,2005,,,,,
2005-02-01,Geotérmica,14558570.039327,February,14.558570039327,Febrero,2005,,,,,
2005-02-01,Turbina de Gas,131951.808,February,0.131951808,Febrero,2005,,,,,
2005-03-01,Turbina de Vapor,306126934.975608,March,306.126934975608,Marzo,2005,,,,,
2005-03-01,Hidroeléctrica,165020102.711017,March,165.02010271101702,Marzo,2005,,,,,
2005-03-01,Motor Reciprocante,138106607.979609,March,138.106607979609,Marzo,2005,,,,,
2005-03-01,Geotérmica,15008363.101112,March,15.008363101112,Marzo,2005,,,,,
2005-03-01,Turbina de Gas,113065.263758,March,0.113065263758,Marzo,2005,,,,,
2005-04-01,Turbina de Vapor,288723074.327087,April,288.723074327087,Abril,2005,,,,,
2005-04-01,Hidroeléctrica,166005343.719194,April,166.005343719194,Abril,2005,,,,,
2005-04-01,Motor Reciprocante,155291346.114642,April,155.29134611464198,Abril,2005,,,,,
2005-04-01,Geotérmica,15085876.341452,April,15.085876341452,Abril,2005,,,,,
2005-04-01,Turbina de Gas,1585994.620591,April,1.585994620591,Abril,2005,,,,,
2005-05-01,Turbina de Vapor,251235742.729212,May,251.235742729212,Mayo,2005,,,,,
2005-05-01,Motor Reciprocante,201146983.011914,May,201.146983011914,Mayo,2005,,,,,
2005-05-01,Hidroeléctrica,151090426.113089,May,151.090426113089,Mayo,2005,,,,,
2005-05-01,Geotérmica,15867944.796794,May,15.867944796794,Mayo,2005,,,,,
2005-05-01,Turbina de Gas,4822553.104574,May,4.822553104574,Mayo,2005,,,,,
2005-06-01,Motor Reciprocante,215817136.625622,June,215.817136625622,Junio,2005,,,,,
2005-06-01,Hidroeléctrica,205027266.782626,June,205.027266782626,Junio,2005,,,,,
2005-06-01,Turbina de Vapor,147193341.964545,June,147.193341964545,Junio,2005,,,,,
2005-06-01,Geotérmica,14629672.6632,June,14.6296726632,Junio,2005,,,,,
2005-06-01,Turbina de Gas,2019493.306922,June,2.019493306922,Junio,2005,,,,,
2005-07-01,Hidroeléctrica,350151316.279917,July,350.151316279917,Julio,2005,,,,,
2005-07-01,Turbina de Vapor,168820413.90494,July,168.82041390494,Julio,2005,,,,,
2005-07-01,Motor Reciprocante,87592811.138053,July,87.592811138053,Julio,2005,,,,,
2005-07-01,Geotérmica,15385085.7684,July,15.3850857684,Julio,2005,,,,,
2005-07-01,Turbina de Gas,796666.441924,July,0.796666441924,Julio,2005,,,,,
2005-08-01,Hidroeléctrica,340667767.471702,August,340.667767471702,Agosto,2005,,,,,
2005-08-01,Turbina de Vapor,176715025.251118,August,176.715025251118,Agosto,2005,,,,,
2005-08-01,Motor Reciprocante,99092993.276472,August,99.092993276472,Agosto,2005,,,,,
2005-08-01,Geotérmica,14372643.6156,August,14.3726436156,Agosto,2005,,,,,
2005-08-01,Turbina de Gas,1767908.066215,August,1.7679080662150002,Agosto,2005,,,,,
2005-09-01,Hidroeléctrica,354967764.653913,September,354.96776465391304,Septiembre,2005,,,,,
2005-09-01,Turbina de Vapor,158416780.326816,September,158.416780326816,Septiembre,2005,,,,,
2005-09-01,Motor Reciprocante,71266844.432627,September,71.26684443262701,Septiembre,2005,,,,,
2005-09-01,Geotérmica,14451687.144,September,14.451687144,Septiembre,2005,,,,,
2005-09-01,Turbina de Gas,1571234.019279,September,1.571234019279,Septiembre,2005,,,,,
2005-10-01,Hidroeléctrica,364719064.453308,October,364.719064453308,Octubre,2005,,,,,
2005-10-01,Turbina de Vapor,142352267.536008,October,142.352267536008,Octubre,2005,,,,,
2005-10-01,Motor Reciprocante,56073675.492052,October,56.073675492052,Octubre,2005,,,,,
2005-10-01,Geotérmica,6207890.3412,October,6.2078903412,Octubre,2005,,,,,
2005-10-01,Turbina de Gas,1206313.511795,October,1.206313511795,Octubre,2005,,,,,
2005-11-01,Hidroeléctrica,267439305.859881,November,267.439305859881,Noviembre,2005,,,,,
2005-11-01,Turbina de Vapor,214247210.828404,November,214.247210828404,Noviembre,2005,,,,,
2005-11-01,Motor Reciprocante,82971089.202796,November,82.971089202796,Noviembre,2005,,,,,
2005-11-01,Geotérmica,1944434.8476,November,1.9444348476,Noviembre,2005,,,,,
2005-11-01,Turbina de Gas,804575.20435,November,0.80457520435,Noviembre,2005,,,,,
2005-12-01,Turbina de Vapor,294024776.740648,December,294.02477674064795,Diciembre,2005,,,,,
2005-12-01,Hidroeléctrica,216579274.073558,December,216.579274073558,Diciembre,2005,,,,,
2005-12-01,Motor Reciprocante,92758329.86968,December,92.75832986968,Diciembre,2005,,,,,
2005-12-01,Geotérmica,2036853.294,December,2.036853294,Diciembre,2005,,,,,
2005-12-01,Turbina de Gas,453882.0,December,0.453882,Diciembre,2005,,,,,
2006-01-01,Turbina de Vapor,329654786.845854,January,329.654786845854,Enero,2006,2006-01-01,Enero,25.64,26.55,-0.91
2006-01-01,Turbina de Vapor,329654786.845854,January,329.654786845854,Enero,2006,2006-02-01,Febrero,26.09,26.76,-0.67
2006-01-01,Turbina de Vapor,329654786.845854,January,329.654786845854,Enero,2006,2006-03-01,Marzo,26.58,27.29,-0.71
2006-01-01,Turbina de Vapor,329654786.845854,January,329.654786845854,Enero,2006,2006-04-01,Abril,27.51,27.83,-0.32
2006-01-01,Turbina de Vapor,329654786.845854,January,329.654786845854,Enero,2006,2006-05-01,Mayo,27.85,27.94,-0.09
2006-01-01,Turbina de Vapor,329654786.845854,January,329.654786845854,Enero,2006,2006-06-01,Junio,27.73,27.73,0.0
2006-01-01,Turbina de Vapor,329654786.845854,January,329.654786845854,Enero,2006,2006-07-01,Julio,27.3,27.29,0.01
2006-01-01,Turbina de Vapor,329654786.845854,January,329.654786845854,Enero,2006,2006-08-01,Agosto,27.16,26.86,0.31
2006-01-01,Turbina de Vapor,329654786.845854,January,329.654786845854,Enero,2006,2006-09-01,Septiembre,27.32,26.72,0.6
2006-01-01,Turbina de Vapor,329654786.845854,January,329.654786845854,Enero,2006,2006-10-01,Octubre,27.42,26.72,0.7
2006-01-01,Turbina de Vapor,329654786.845854,January,329.654786845854,Enero,2006,2006-11-01,Noviembre,27.7,26.7,0.99
2006-01-01,Turbina de Vapor,329654786.845854,January,329.654786845854,Enero,2006,2006-12-01,Diciembre,27.74,26.6,1.14
2006-01-01,Hidroeléctrica,203301768.247437,January,203.301768247437,Enero,2006,2006-01-01,Enero,25.64,26.55,-0.91
2006-01-01,Hidroeléctrica,203301768.247437,January,203.301768247437,Enero,2006,2006-02-01,Febrero,26.09,26.76,-0.67
2006-01-01,Hidroeléctrica,203301768.247437,January,203.301768247437,Enero,2006,2006-03-01,Marzo,26.58,27.29,-0.71
2006-01-01,Hidroeléctrica,203301768.247437,January,203.301768247437,Enero,2006,2006-04-01,Abril,27.51,27.83,-0.32
2006-01-01,Hidroeléctrica,203301768.247437,January,203.301768247437,Enero,2006,2006-05-01,Mayo,27.85,27.94,-0.09
2006-01-01,Hidroeléctrica,203301768.247437,January,203.301768247437,Enero,2006,2006-06-01,Junio,27.73,27.73,0.0
2006-01-01,Hidroeléctrica,203301768.247437,January,203.301768247437,Enero,2006,2006-07-01,Julio,27.3,27.29,0.01
2006-01-01,Hidroeléctrica,203301768.247437,January,203.301768247437,Enero,2006,2006-08-01,Agosto,27.16,26.86,0.31
2006-01-01,Hidroeléctrica,203301768.247437,January,203.301768247437,Enero,2006,2006-09-01,Septiembre,27.32,26.72,0.6
2006-01-01,Hidroeléctrica,203301768.247437,January,203.301768247437,Enero,2006,2006-10-01,Octubre,27.42,26.72,0.7
2006-01-01,Hidroeléctrica,203301768.247437,January,203.301768247437,Enero,2006,2006-11-01,Noviembre,27.7,26.7,0.99
